09/17/1908,17:18,"Fort Myer, Virginia",Military – U.S.  Army,,Demonstration,Wright Flyer III,,1,2,1,0,"During a demonstration flight,0
08/01/1943,15:00,"Ploesti, Romania",Military - U.S. Army Air Forces,,Bombing run,Consolidated B-24,,,10,10,63,Crashed into a women's prison after being hit by anti-aircraft fire while on a bombing run.
08/07/1943,05:20,"Off Townsville, Australia",Military - U.S. Air Force,,Townsville - Brisbane,Douglas C-47-DL,41-7733,4212,27,27,0,Crashed into the ocean.
08/11/1943,,"Fort Hertz, China",China National Aviation Corporation,,,Douglas C-53,48,,3,3,0,The cargo plane was shot down by Japanese fighters.
08/27/1943,,"Rio de Janeiro, Brazil",VASP,,,Junkers JU-52/3m,PP-SPD,5459,21,18,0,Struck a Naval Academy building while attemptin to take off.  The plane then broke in two and fell into the harbor. The plane was named 'City of Rio de Janiero.'
09/10/1943,16:00,"Off Galveston, Texas",Military - U.S. Army Air Forces,,,Boeing B-17F / Boeing B-17F,42-4621/42-6031,,22,22,0,Midair collision over the Gulf of Mexico while flying in formation. Eleven killed on each plane.
09/20/1943,08:50,"Near Maxton, North Carolina",Military - U.S. Army Air Forces,,,Douglas C-53D-DO,42-68729,11656,25,25,0,Crashed into a wooded area after nearly colliding with a glider being towed by another aircraft.  The evasive maneuver caused the aircraft to stall and crash.
09/22/1943,06:00,"Near Calcutta, India",Military - U.S. Army Air Forces,,,Douglas C-53,42-6471,4923,20,20,0,Cashed into trees shortly after taking off.
10/15/1943,23:17,"Near Centerville, Tennessee",American Airlines,63,Nashville - Memphis,Douglas DC3-G102,NC16088,1588,15,15,0,"The aircraft struck the ground nose-first in a vertical attitude while en route and was completely demolished by the impact. Inability of the aircraft to gain or maintain altitude due to carburetor ice
10/19/1943,,"St. Donat, Quebec, Canada",Military - Royal Canadian Air Force,,,Consolidated B-24,,,24,24,0
10/22/1943,,"Hallo, Sweden",AB Aerotransport,,,Douglas DC-3,SE-BAG,2132,15,13,0,"Shot down by a Ju88
10/22/1943,20:20,"Columbus, Georgia",Military - U.S. Army Air Forces,,,Douglas C-47-DL,42-5677,7371,20,20,0,Stalled when it was making a descending turn during a parachute exercise.
11/08/1943,,"Poona, India",Military - Indian Air Force,,,,,,1,1,37,Crashed into a village.
11/19/1943,,"Kunming, China",China National Aviation Corporation,,,Douglas C-53,59,,3,2,0,The cargo plane crashed short of the runway in poor weather conditions.
11/19/1943,,"Kunming, China",China National Aviation Corporation,,,Douglas C-47,63,,3,3,0,A navigational error caused the cargo plane to strike a mountain.
11/26/1943,,"Port Moresby, New Guinea",Qantas,,,Lockheed L-18-56 Lodestar,VH-CAB,,15,15,0,Flew into a hill shortly after talking off from Ward's Strip operated by Qantas for Allied Directorate of Air Transport.
12/18/1943,,"Suifu, China",China National Aviation Corporation,,,Douglas C-47,83,,3,3,0,The cargo plane struck a mountain while attempting a go-around.
12/19/1943,09:20,"Canal Creek, Australia",Military - U.S. Air Force,,,Douglas C-47A-60-DL,43-30742,13893,31,31,0,
12/29/1943,15:00,"Lakeside, Utah",Military - U.S. Army Air Forces / Military - U.S. Army Air Forces,,Wendover Field - Pocatello AAB,Consolidated B-24 / Consolidated B-24,42-7183/42-7408,,25,25,0,A midair collision occurred while on a cross-country flight flying in formation. Twelve kiled aboard 4207183 and thirteen aboard 42-7408. Faulty flying technique displayed by the pilot of 42-7183.
01/15/1944,,"Belgrad, Yugoslavia",Deutsche Lufthansa,,,Junkers JU-52/3m,D-ADQW,640610,5,5,0,Pilot error.
02/10/1944,23:36,"Memphis, Tennessee",American Airlines,2,Little Rock - Memphis,Douglas DC-3,NC21767,2166,24,24,0,"The aircraft crashed into a river and sank 
02/20/1944,,China,China National Aviation Corporation,,,Douglas C-47,75,,2,2,0,The cargo plane flew into a mountain,
02/21/1944,,"Eubeoa, Greece",Deutsche Lufthansa,,,Junkers JU-52/3m,D-ABAS,6561,16,16,0,The plane missing and never found.
03/22/1944,,New Guinea,Military - U.S. Army,,Port Moreaby - Nadzab,Consolidated B-24 Liberator,,,21,21,,Disappeared while en route on a non-combat mission. Wreckage found 39 years later on 4/30/1983.,
04/06/1944,15:48,"Near Nome, Alaska",Pan American World Airways,,Nome - Fairbanks,Pilgrim 100B,NC742N,,6,6,0,Crashed shortly after takeoff in a snow storm. Failure of the pilot to recognize his proximity to the ground due to heavy snow which entirely covered the terrain.
04/17/1944,,"Belgrad, Yugoslavia",Deutsche Lufthansa,,,Junkers JU-52/3m,D-AOCA,640996,7,5,0,Shot down by allied fighters.
04/21/1944,,"Frederikstad, Norway",Deutsche Lufthansa,,,Douglas DC-3,D-AAIG,2095,20,9,0,Pilot error.
04/25/1944,,"Montreal, Canada",Military - Royal Air Force,,"Montreal, Canada - European air base",Consolidated Liberator,,,16,16,0
05/26/1944,,"Between Calcutta to Dinjan, China",China National Aviation Corporation,,Calcutta - Dinjan,Douglas C-47,82,,12,12,0,"While enroute the crew got lost and crashed into 22
05/27/1944,,"Off Calcutta, India",China National Aviation Corporation,,,Douglas DC-3,,,14,14,0,Crashed at sea in poor weather conditions.
06/06/1944,01:30,"Carentan, France",Military - U.S. Army Air Forces,,,Douglas C-47A-DL,42-101035,19498,22,22,0,Shot down by anti-aircraft fire during the Normandy invasion.
06/06/1944,02:00,"Flamanville, France",Military - U.S. Army Air Forces,,,Douglas C-47A,42-100905,19368,22,22,0,Shot down by anti-aircraft fire during the Normandy invasion.
06/06/1944,01:15,"Barneville, France",Military - U.S. Army Air Forces,,,Douglas C-47A,42-93095,112969,22,22,0,Shot down by anti-aircraft fire during the Normandy invasion.
06/08/1944,,"Kunming, China",China National Aviation Corporation,,Dijan - Kunming,Douglas C-47,85,,6,6,0,"The plane discintigrated in mid-aid. The jack pad had been removed from the right wing root. This left 4 large holes directly under the fuel tanks and directly in line with the exhaust. When the throttles were cut to descend
06/18/1944,,"Kweilin, China",China National Aviation Corporation,,"Kunming - Chungking,",Douglas C-47,71,,4,2,0
06/20/1944,,"Porto Alegre, Brazil",Varig,,,Lockheed 10C Electra,PP-VAG,1008,10,10,0,Crashed into a river.
07/26/1944,03:00,North AtlantiOcean,Military - U.S. Army Air Forces,,"England - Long Island, N.Y.",Douglas C-54A-DO (DC-4),42-107470,7489,26,26,0,Disappeared while en route from Iceland to Newfoundland.
07/27/1944,16:00,"Port Logan, Scotland",Military - U.S. Army Air Forces,,Bristol - Preswick,Douglas C-47A-DK,42-93038,12905,22,22,0,"As the aircraft approached land
07/31/1944,,"Funafuti, Gilbert Islands, PacifiOcean",Pan American Airways,,,Consolidated Catalina PB2Y-3R,7233,,24,22,0
08/03/1944,20:30,"Naper, Nebraska",Military - U.S. Army Air Forces,,"Bruning, NB - Pierre, SD",Douglas C-47A-DL,42-23652,9514,28,28
08/08/1944,13:20,"Off Antilla, Cuba",Pan American World Airways,218,Antilla - Miami,Sikorsky S-42 (flying boat),NC823M,4201,31,17,0,Crashed during the third attempt to lift from the water and sank into the ocean. Loss of control due to the captain's inexperience in handling the particular type of aircraft. The aircraft was named 'Hong Kong Clipper.'
08/12/1944,18:20,"Blythburgh, England",Military - U.S. Navy,-,,Consolidated PB4Y-1,32271,,2,2,0,"Navy lieutenant Joseph P. Kennedy Jr.
08/23/1944,10:45,"Freckelton, England",Military - U.S. Air Force,,,Consolidated B-24H,42-50291,,3,3,58,The bomber crashed into a school and a cafe while attempting to land at Warton Air Depot in poor weather. The crash occurred during a thunderstorm with heavy rain and winds. Windshear.
08/28/1944,01:00,"Preswick, Scotland",Military - U.S. Army Air Forces,,,Douglas C-54A-DC (DC-4),42-72171,10276,20,20,5,Crashed into a residential area in poor visiblility while attemping to land after a trans-Atlantiflilght.
08/30/1944,,"Sao Paulo, Brazil",Panair do Brasil,,,Lockheed 18 Lodestar,PP-PBI,2114,16,16,0,Crashed in fog.
09/02/1944,,"Belgrad, Yugoslavia",Deutsche Lufthansa,,,Junkers JU52/3m,D-AUAW,641039,5,5,0,Shot down by allied fighters.
09/07/1944,,"Near Mossman, Queensland, Australia",Military - Royal Netherlands East Indies Air Force,,Merauke -- Cairns,C-47 Dakota DT-941,VH-RDK,,20,20,0
09/18/1944,07:42,Alaska,U. S. Air Force,,"Elmindorf AFB, Anchorage - Ladd Field, Fairbanks",Douglas C-47A-90-DL,43-15738,20204,19,19,0
09/21/1944,,"Rio Doce, Brazil",Panair do Brasil,,,Lockheed 18 Lodestar,PP-PBH,2113,17,17,0,
09/27/1944,20:30,"Near Dijon, France",Deutsche Lufthansa,,Stuttgart - Barcelona,Focke-Wulf FW 200,D-AMHL,20,9,9,0,Missing on a flight from France to Spain. Shot down by an American Bristol Beau allied night fighter.
06/30/1945,,Texas,Military - U.S. Air Force,,,Boeing TB-29A Super Fortress,44-69943,,12,12,0,,
10/07/1944,,"Near Sadiya, India",China National Aviation Corporation,,Dinjan - Suifu,Douglas C-47,101,,3,3,0,Both wing of the cargo plane separated from the fuselage after the aircraft penetrated a thunderstorm.
10/10/1944,,Bosnia,Deutsche Lufthansa,,,Junkers JU-52/3m,D-AUSS,641382,7,7,0,,
10/11/1944,,"Sydney, Australia",Qantas,,,Short S-23 (flying boat),VH-ABB,S-877,30,1,0,"On final approach with one engine shut-down
10/16/1944,,"Telemark, Norway",Deutsche Lufthansa,,,Junkers JU-52/3m,D-ADQV,640608,15,15,0,Crashed into a mountain in poor weather conditions.
10/17/1944,,Hungary,Deutsche Lufthansa,,,Junkers JU-52/3m,D-ASHE,640601,9,1,0,Shot down by British Mosquito fighters.,
10/18/1944,15:40,"Birkenhead, England",Military - U.S. Army Air Forces,,Liverpool - New York,Consolidated B24H,42-50347,,24,24,0,Broke-up in flight either due to an explosion or catastrophistructural failure of the aircraft.
11/04/1944,17:15,"Hanford, California",Trans Continental and Western Air,8,San Francisco - New York City,Douglas DC-3,NC28310,2251,24,24,0,"The wing separated from the aircraft after entering a thunderstorm and encountering severe turbulence. The failure of the airplane's structure as a result of severe turbulence
11/09/1944,,"Seljord, Norway",Military - U.S. Army Air Corps,,,,42-52196,,,,,
11/19/1944,15:10,"Lewes, England",Military - U.S. Army Air Forces,,,Douglas C-47A-DL,43-15046,19512,30,25,0,"Flying in low overcast
11/29/1944,,"Tegucigalpa, Nicaragua",TACA,,,Ford 5-AT-B Tri-Motor,XH-TAN,,16,16,0,
11/29/1944,,Kenya,BOAC,,,Lockheed 18 LodeStar,G-AGBW,,15,15,0,,
11/29/1944,,"Malmo, Sweden",Deutsche Lufthansa,,,Focke-Wulf FW 200,D-ARHW,2994,10,10,0,Shot down by a German patrol boat.
11/30/1944,,"Dinjan, China",China National Aviation Corporation,,,Douglas C-47,56,,3,3,0,The cargo plane flew into Digboi Mountain after losing both engines.
12/01/1944,00:54,"Van Nuys, California",Trans Continental and Western Air,13,San Francisco - Burbank - New York City,Douglas DC-3,NC17322,1965,17,9,0,The plane crashed and burned 6.5 miles west northwest of the Bubank Airport in dense fog. The pilot's deviation from the standard instrument approach procedure and descent below the established safe minimum altitude. A contributing factor was the company's failure to enforce adherence to company procedures.
12/03/1944,,AtlantiOcean,Trans-Canada Air Lines,,,Avro 683 Lancaster,CF-CMU,,5,5,0,,
12/15/1944,14:00,English Channel,Military - U.S. Army Air Forces,,"Twinwood, England - Villacoublay, France",UC-64A Noorduyn Norseman,44-70286,550,3,3,0
01/06/1945,,"Near Dinjan, India",China National Aviation Corporation,,Kunming - Tengchung,Douglas C-47,77,,4,4,0,The cargo plane crashed in strong winds
01/08/1945,21:16,"Port of Spain, Trinidad",Pan American World Airways,161,Miami - Leopoldville,Martin M-130 (flying boat),NC14716,558,30,23,0,"The aircraft crashed 1.25 miles short of the intended landing area in a nose-down attitude at too great a speed and broke up in the water. The first officer's failure to realize his proximity to the water and to correct his attitude for a normal landing and the lack of adequate supervision by the captain during the landing
01/10/1945,04:10,"Burbank, California",American Airlines,6001,"New York City - Juarez, Mexico - Burbank",Douglas DC-3,NC25684,2215,24,24,0
01/14/1945,,China,China National Aviation Corporation,,,Douglas C-47,70,,6,4,0,The cargo plane struck a mountain.,
01/16/1945,,"Near Kunming, China",China National Aviation Corporation,,Chongqing - Kunming,Douglas C-47,,,3,3,0,
01/23/1945,,"Timor, Indonesia",Military - Royal Australian Air Force,,,Consolidated Liberator,A72-70,,11,11,0,
01/31/1945,,"Redesdale, Australia",Australian National Airways,,,Stinson Model A,VH-UYY,,10,10,0,
02/02/1945,10:15,"Near Montieri, Italy",Military - U.S. Army Air Forces,,,Douglas C-47-DL,41-18603,4728,26,23,0,Crashed into a hill after encountering a fog bank and not climbing in sufficient time to avoid the terrain.
02/06/1945,10:05,"Nunters Burgh, England",Military -Royal Air Force,,,Douglas C-47 Dakota,KG630,13390,23,23,0,Struck a mountain while flying in low clouds and poor visibility.
02/13/1945,06:30,"Off Oakland, California",Military - U.S. Navy,,,Douglas R4D-6,50765,,24,24,0,Crashed into San Francisco bay shortly after taking off. The right wing struck to water as the plane made a wide turn.
02/15/1945,,"Lagoa Santa, Brazil",Navegacao Aerea Brasileira,,,Lockheed 18 Loadstar,PP-NAE,2149,11,11,0,
02/23/1945,,"Casablanca, Morocco",Military - United States Army Air Force,,,Curtiss C-46A,42-107377,27064,30,13,0,
02/23/1945,02:25,"Marion, Virginia",American Airlines,9,New York City - Los Angeles,Douglas DC-3,N18142,2138,22,17,0,"The aircraft flew into the summit of Glade mountain at 3
03/27/1945,,"Coral Sea, off Australia",Military - U.S. Air Force,,,Douglas C-47A-90-DL,43-16011,20477,24,24,0,Disappeared en route.
04/09/1945,,"Kunming, China",China National Aviation Corporation,,Kunming - Sichang,Douglas C-47,88,,3,3,0,The cargo plane struck a mountain in the Himalayas under poor weather conditions.
04/14/1945,16:58,"Morgantown, West Virginia",Pennsylvania Central Airlines,142,Pittsburgh - Morgantown,Douglas DC-3,NC25692,2262,20,20,0,"The aircraft crashed against the slope of Cheat Mountain at 2
04/19/1945,05:35,"Near Perth, Australia",Military - U.S. Navy,-,,Douglas DC-3,39067,,13,13,0,The transport crashed into a hillside as it took off in heavy fog at Guildford Airport.
04/20/1945,,,,,,Junkers JU-53/3m,D-ANAJ,,18,18,0,Missing on an evacuation flight from Berlin to Munich.,
04/20/1945,06:40,"Sweetwater, Texas",Military - U.S. Army Air Forces,,"Midland, TX - Nashville, TN",Douglas C-47-DL,41-18451,4513,25,25
04/21/1945,,"Munchen, Germany",Deutsche Lufthansa,,,Focke-Wulf FW 200,D-ASHH,,21,21,0,
04/23/1945,,"North Barrule, Isle of Man, England",Military - U.S. Air Force,,Ridgewell - Nutts Corner,B17G Flying Fortress,43-38856,,31,31,0
04/27/1945,12:40,Washington D.C.,Page Airways,,"Washington, D.C. - New York, Ny",Lockheed 18 Lodestar,NC33328,2221,13,6,0
05/05/1945,22:26,"Manus Island, New Guinea",Military - U.S. Army Air Forces,,,Douglas C-54E-DO (DC-4),44-9043,27269,21,21,0,Crashed into a hill shortly after taking off from Sorido airstrip. Cause unknown.
05/06/1945,12:55,"Hindhead, England",Military - U.S. Army Air Forces,,,Curtiss-Wright C-46D-CU,44-77839,33235,30,30,1,"Flying low because of poor visiblity
05/09/1945,1:30,"Roye, France",Military -Royal Air Force,,England - Brussels,Avro Lancaster,RF230,,31,31,0,The aircraft went in to a spin and crashed in a wooded area and caught fire.
05/13/1945,15:00,"Netherlands, New Guinea",Military - U.S. Army Air Forces,,,Douglas C-47B-DK,43-49788,27049,23,20,0,Crashed into mountains.
05/30/1945,09:20,"Off Drewin, Ivory Coast",Military - U.S. Army Air Forces,,"Accra, Ghana - Monrovia, Liberia",Douglas C-47B-dK,44-76406,32738,21,21
06/15/1945,,China,China National Aviation Corporation,,,Douglas C-47,81,,3,3,0,"The aircraft crashed into a mountain in the Carstenz Range at an altitude of 14,200 ft. The wreckage was discovered in December 1970."
06/24/1945,,"Gealdton, Australia",MaRobertson Miller Airlines,,,de Havilland DH-86A,VH-USF,2310,11,2,0,
06/25/1945,07:50,"Swanage, England",Military -Royal Air Force,,,Consolidated LB-30A Liberator,JT985,,27,27,0,Crashed and burned on a hillside after experiencing engine failure.
06/29/1945,,"Bangalore, India",Military - Royal Indian Air Force,,,,,,2,2,36,Crashed into a village exploding and destoying several houses.
07/04/1945,,North AtlantiOcean,Military -Royal Air Force,,"Montreal, Canada - England",Consolidated LB-30A Liberator,JT982,,15,15,0,Disappeared on a trans-Atlantiflight from Montreal to England.
07/11/1945,,"Near Kisumu, Kenya",Military - South African Air Force,,,Douglas C-47,6812,,28,28,0,Crashed shortly after take off into Lake Victoria.
07/12/1945,14:36,"Near Florence, South Carolina",Eastern Air Lines / Military - U.S. Army Air Corps,45,Boston - NY - Washington DC - Jacksonville - Miami,Douglas DC-3-201C /  Army A-26,NC25647,2235,10,3,0,"After deviating off course 8 miles to avoid military traffic
07/28/1945,09:49,"New York, New York",Military - U.S. Army Air Forces,,,North American B-25D bomber,43-0577,,3,3,11,"A U.S. Army Air Force plane crashed into the 79th floor of the Empire State Building in heavy fog.  Lt. Col. William Franklin Smith Jr.
08/01/1945,,"Near San Luis Potosi, Mexico",Lineas Aereas Mineras,,,Boeing 247D,XA-DUY,1723,12,12,0,Crashed into mountainous terrain.
08/03/1945,10:11,"Fort de France, Martinique",Pan American World Airways,216,Port of Spain - Fort de France,Sikorsky S-43 (flying boat),NC15066,4306,14,4,0,The aircraft crashed while landing at Fort de France. The plane sank and 4 passengers drowned. The attempt by the pilot to land the aircraft in conditions of water surface not suitable for landing of a flying boat.
08/11/1945,,"Ixtaccihuati, Mexico",Mexicana,,,Douglas DC-2-243,XA-DOT,2075,16,16,0,Crashed in poor weather conditions.
09/07/1945,02:13,"Florence, South Carolina",Eastern Air Lines,42,Miami - New York City,Douglas DC-3,NC33631,4137,22,22,0,"Fire was discovered on board the aircraft after having passed Florence. The fire originated in the general area of the right side of the rear cargo compartment and lavatory. The aircraft descended to a lower altitude while returning to Florence
09/11/1945,10:15,"Near Milne Bay, New Guinea",Military - Royal Australian Air Force,,Milne Bay - Dobodura,Douglas C-47A,A6556,25365,11,11,0,Left Milne Bay on routine flight  to Dobodura at 10:15. Crashed into sea near Milne Bay.
09/15/1945,00:08,"Near Kansas, Missouri",Military - U.S. Army Air Forces,,,Douglas C-47B-DK,45-1011,34277,24,23,0,"Failed to gain altitude while taking off
09/18/1945,,"Puncak Jaya, Papua New Guinea",Military - Royal Australian Air Force,,,Douglas C-47B-5-DK,A65-61,14554/25999,29,29,0,
09/28/1945,,"Near Chihkiang, China",Military - United States Army Air Force,,,Curtiss C-46D,42-101183,30638,20,20,0,
10/05/1945,01:05,"Lakeland, Florida",National Airlines,16,Miami - Jacksonville,Lockheed 18 Lodestar,NC18199,2265,15,2,0,Crashed into a lake while attempting to execute a missed approach. The faulty execution of a missed approach procedure resulting in settling of the aircraft into a water area beyond the landing runway.
10/05/1945,12:50,"Elvetham, England",Military -Royal Air Force,,England - Prague,Consolidated LB-40-A Liberator,,,23,23,0,Cashed and burned shortly after takeoff after experiencing an engine fire in the No. 2 engine.
10/07/1945,00:30,"Rennes, France",Military - Royal Air Force,,London - Cairo,Short Stirling IV,LJ668,,26,26,0,Lost altitude while in a turn and attempting to land and crashed and burned.
10/13/1945,20:45,"Melsbroek, Belgium",Military -Royal Air Force,,Belgium - India,Consolidated LB-30-A Liberator,KL595,,31,31,0,The aircraft failed to gain speed or altitude and struck a hill at the end of the runway.
10/16/1945,11:30,"Near Peking, China",Military - U.S. Army Air Forces,,Hankou - Peking,Curtiss-Wright C-46F-CU,44-78591,22414,59,59,0,Struck a radio transmission tower while on approach for landing at Nanyman field.
10/20/1945,,"Timor Sea, AtlantiOcean",Military - Royal Australian Air Force,,"Ambon, Indonesia - Darwin, Australia",Douglas C-47B,A65-83,16127/32875,25,25
10/20/1945,,"Between Shanghi and Canton, China",China National Aviation Corporation,,Shanghai - Canton,Douglas C-47,,,31,31,0,Crashed into a mountain while en route.
10/23/1945,,"Near Chiringa, India",Military - Royal Air Force,,,Douglas C-47B,KJ957,14804/26249,14,14,0,Penetrated a thunderstorm and broke-up.
10/24/1945,,"Tarapoto, Peru",Faucett,,,Faucett F-19,OB-PAG-139,24,5,5,0,Crashed on takeoff.
10/30/1945,19:15,"Chihchiang, China",Military - U.S. Army Air Forces,,,Curtiss-Wright C-46A-CK,43-47228,299,50,45,0,Crashed and burned on takeoff striking a hill.  Possible engine failure or overloading.
11/01/1945,15:30,"Herrenalb, Germany",Military - U.S. Army Air Forces,,,Douglas C-47A-DK,42-93041,12909,30,26,0,The crew descended through low overcast to obtain their position.  Followed an river and crashed into wooded mountainside.  Navigator error in not informing the pilot of high terrain.
11/03/1945,02:00,"Near Chuka, India",Military - U.S. Army Air Forces,,Chabua - Karachi,Douglas C-54G,45528A,,44,44,0,Crashed into the Himalaysas and burned while en route.
11/08/1945,20:00,"Off Corpus Christi, Texas",Military - U.S. Navy / Military - U.S. Navy,,,Martin PBM-3S  / Martin PBM-5,01710 / 69113,,27,22,0,The aircraft expierence a midair collision over Corpus Christi Bay while on a training flight.
11/09/1945,20:00,"Near Boccadi, Italy",Military - U.S. Army Air Forces,,Athens - Naples,Douglas C-47A-DL,42-24363,10225,24,24,0,"The pilot radioed he was lost
11/11/1945,12:00,"Near Picinisco, Italy",Military - U.S. Army Air Forces,,France - Athens,Boeing B-17G,43-9197,,20,20,0,The plane disappeared after the pilot radioed he was exeriencing heavy icing and asked to divert to Rome.  The plane was found 5 months later on Mt. Meta.
11/11/1945,23:45,"Near Castel, Libya",Military -Royal Air Force,,,Short Stirling,PJ950,,29,29,0,Crashed and burned after experiencing an engine fire.
11/11/1945,,Himalayas,Military - U.S. Army,,"Chabau, India - Karachi, Pakistan",Douglas C-54,,,44,44,0
11/15/1945,09:14,"New Britain Island, New Guinea",Military - Royal Australian Air Force,,,Douglas C-47 Dakota-DK,A6554,26640,28,28,0,"Crashed into a 7
11/22/1945,10:00,"White's Farm, England",Military -Royal Air Force,,,Consolidated LB-30A Liberator,KH126,,27,27,0,"The aircraft crashed into a hill shortly after takeoff after and  making a turn
12/03/1945,13:30,"Near Rochefort , France",Military -Royal Air Force,,"India - Cambridge, England",Consolidated LB-30A Liberator,KH125,,28,28,0
12/05/1945,20:00,Off the Florida coast,Military - U.S. Navy,19,,Five Grumman TBM Avengers,,,14,14,0,"The five aircraft, (23307) (73209) (46325) (46094) (45714)
12/08/1945,,"Near Billings, Montana",Military - U.S. Army,,"Newark, N.J. - Seattle, WA",Douglas C-47,,,21,17
12/18/1945,10:10,"Voksenkollen, Norway",Military - Royal Air Force,,,Douglas C-47B,KN413,16090/32838,17,15,0,Flew into the side of a hill.
12/25/1945,,"Bangui, French Equatorial Africa",Air France,,,Lockheed 18 Lodestar,F-BALV,2380,8,8,0,
12/30/1945,21:13,"New York City, New York",Eastern Air Lines,14,Philadelphia - New York City,Douglas DC-3,NC18l23,1999,12,1,0,"The pilot
01/06/1946,03:59,"Birmingham, Alabama",Pennsylvania Central Airlines,105,"New York City - Birmingham, AL",Douglas DC-3,N21786,4131,11,3,0
01/09/1946,,"Changchun, China",Military - Chinese Air Force,,,Douglas C-47,,,18,18,0,
01/15/1946,18:25,"Marseilles, France",Military -Royal Air Force,,,Douglas C-47 Dakota,KN557,33171,25,23,0,Crashed into a mountainside in a snowstorm.
01/18/1946,11:03,"Cheshire, Connecticut",Eastern Air Lines,16B,New York - Boston,Douglas DC-3-201E,NC19970,3254,17,17,0,"The aircraft lost control and spiraled into the ground after the No. 1 engine caught on fire and the left wing separated from the aircraft. The fire
01/19/1946,,"Crowsnest Pass, Alberta, Canada",Mililtary - Royal Canadian Air Force,,"Comox, BC - Greenwood,NS",Douglas DC-3 Dakota,,,7
01/30/1946,,"Near Le Mans, France",Military - Royal Air Force,,,Douglas C-47B,KN500,16277/33025,11,11,0,
01/31/1946,02:47,"Mt. Elk, Wyoming",United Air Lines,14,Boise - Denver,Douglas DC-3-194H,NC25675,2147,21,21,0,"The aircraft crashed into Elk Mountain after the crew made an unauthorized deviation from the prescribed route at an altitude insufficient to assure adequate clearance over Elk Mountain. Flight had originally filed for 13
02/05/1946,,"Negros, Philippines",Military - U.S. Army Air Forces,,Iloilo - Cebu,Douglas C-47,,,20,20,0,Crashed into mountainous terrain while en route.
02/21/1946,,"Charlottetown, PE, Canada",British Overseas Airways,,,Consolidated 32-2 Liberator II,G-AGEM,26,14,1,0
03/03/1946,08:12,"Live Oak Springs, California",American Airlines,6-103,Dallas - Tucon - San Diego,Douglas DC-3-227B,NC21799,2203,27,27,0,"While on approach to San Diego
03/05/1946,,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,,Paris - Prauge,Junkers JU-52/3m,OK-,,14,10,0,Crashed while approaching Ruzyne Aerodome to land.
03/10/1946,20:55,"Off Hobart, Tasmania",Australian National Airways,,Hobart - Melbourne,Douglas DC-3 (C-47DL),VH-AET,6013,25,25,0,The aircraft crashed 10 mins after takeoff from Hobart. Inadvertent engagement of the autopilot instead of the fuel crossfeed.
03/17/1946,,"Near Nanking, China",Military - Chinese Air Force,,Shanghai - Nanking,,,,20,20,0,Crashed into mountainous terrain in low visibility while en route.
03/18/1946,,"Between Chungking and Shanghai, China",China National Aviation Corporation,,Chunking - Shanghai,,139,,,,,Disappeared while en route. Plane never located.
03/19/1946,11:45,"Hobart Mills, California",Military - U.S. Army Air Forces,,"Stockton, CA - Ogden, UT",Douglas C-47B,45-1085,,26,26
03/23/1946,,"Ceylon, Cocos Islands, Indian Ocean",British Overseas Airways /Qantas,,Karachi - Australia,Avro 691 Lancastrian 1,G-AGLX,1178,10,10,0
04/05/1946,11:15,"Rabat, Malta",Military - Royal British Navy,,,Vickers Wellington bomber,HE-274,,4,4,16,"The Wellington was engaged in exercises with a Spitfire fighter. The fighter was using the Wellington as a dummy target and the Wellington was to take evasive action. When the bomber was between 4
04/08/1946,,"Near Shensi, China",,,Shensi - Yenan,,,,14,14,0,
04/22/1946,,"Liberiad, Nicaragua",TACA,,,,AN-ACC,,21,19,0,Crashed on takeoff.
04/30/1946,,"Pindi-Khut ,India",Military - Royal Air Force,,,Douglas C-47A,FZ559,12094,12,12,0,Broke up in midair and crashed.
05/10/1946,,"Munson, Florida",Military U.S. Navy / Military - U.S. Navy,,,PBY4-2 Privateer / PB4Y-2 Privateer,,,28,28,0,Collided in midair while a fighter made practice diving maneuvers on the formation.
05/16/1946,01:00,"Richmond, Virginia",Viking Air Transport,,Richmond - Atlanta,Douglas DC-3,NC53218,19626,27,27,0,"Engine trouble after takeoff forced the crew to return to Richmond. While the crew was attempting to land a second time
05/22/1946,,"Oslo, Norway",DNL,,Oslo - Stockholm,Junkers JU-52/3m,LN-LAB,6048,13,13,0,Crashed into Oslo Fjord shortly after takeoff.
06/01/1946,07:40,"Off Amalfi, Italy",Military - U.S. Army Air Forces,,Cairo - Rome,Douglas C-54-DO (DC-4),44-9078,27304,38,30,0,"A fire of undetermined origin erupted in the cockpit. The crew  was unable to control the smoke and flames
06/09/1946,13:15,"Near Abeokuta, Nigeria",Military -Royal Air Force,,Kano - Ikeja,Douglas C-47 Dakota,KG747,25291,18,18,0,"Flying low to avoid poor weather
06/09/1946,10:30,"Taboga Island, Panama",Military - U.S. Army Air Forces,,,Douglas C-54D-DC (DC-4),43-17231,22181,23,23,0,Crashed into a summit after flying below the prescribed altitude.
06/29/1946,,Off Malaya,Military - Royal Air Force,,,Douglas C-47B,KJ918,14641/26086,18,18,0,Disappeared.,
06/29/1946,,"Pau, France",Air France,,,Junkers Ju-52/3m,F-BAJS,AAC020,3,2,0,The cargo  plane struck power lines and crashed while attempting to take off.
07/09/1946,20:10,"Holyoke, Massachusetts",Military - U.S. Army Air Forces,,,Boeing B17G,43-39136,,25,25,0,Struck a slope on Mt. Tom during an approach to land at Westover Field.
